Year,Reg,Group,BrOAa15,BrOAa16,BrOAa17,BrOAa18,BrOAa19,BrOAa20,BrOAa21,BrOAa22,BrOAa23,BrOAa24,BrOAa25,BrOAa26,BrOAa27,BrOAa28,BrOAa29,BrOAa30,BrOAa31,BrOAa32,BrOAa33,BrOAa34,BrOAa35,BrOAa36,BrOAa37,BrOAa38,BrOAa39,BrOAa40,BrOAa41,BrOAa42,BrOAa43,BrOAa44,BrOAa45,BrOAa46,BrOAa47,BrOAa48,BrOAa49,BrOAa50,BrOAa51,BrOAa52,BrOAa53,BrOAa54,BrOAa55,BrO1a15,BrO1a16,BrO1a17,BrO1a18,BrO1a19,BrO1a20,BrO1a21,BrO1a22,BrO1a23,BrO1a24,BrO1a25,BrO1a26,BrO1a27,BrO1a28,BrO1a29,BrO1a30,BrO1a31,BrO1a32,BrO1a33,BrO1a34,BrO1a35,BrO1a36,BrO1a37,BrO1a38,BrO1a39,BrO1a40,BrO1a41,BrO1a42,BrO1a43,BrO1a44,BrO1a45,BrO1a46,BrO1a47,BrO1a48,BrO1a49,BrO1a50,BrO1a51,BrO1a52,BrO1a53,BrO1a54,BrO1a55,BrO2a15,BrO2a16,BrO2a17,BrO2a18,BrO2a19,BrO2a20,BrO2a21,BrO2a22,BrO2a23,BrO2a24,BrO2a25,BrO2a26,BrO2a27,BrO2a28,BrO2a29,BrO2a30,BrO2a31,BrO2a32,BrO2a33,BrO2a34,BrO2a35,BrO2a36,BrO2a37,BrO2a38,BrO2a39,BrO2a40,BrO2a41,BrO2a42,BrO2a43,BrO2a44,BrO2a45,BrO2a46,BrO2a47,BrO2a48,BrO2a49,BrO2a50,BrO2a51,BrO2a52,BrO2a53,BrO2a54,BrO2a55,BrO3a15,BrO3a16,BrO3a17,BrO3a18,BrO3a19,BrO3a20,BrO3a21,BrO3a22,BrO3a23,BrO3a24,BrO3a25,BrO3a26,BrO3a27,BrO3a28,BrO3a29,BrO3a30,BrO3a31,BrO3a32,BrO3a33,BrO3a34,BrO3a35,BrO3a36,BrO3a37,BrO3a38,BrO3a39,BrO3a40,BrO3a41,BrO3a42,BrO3a43,BrO3a44,BrO3a45,BrO3a46,BrO3a47,BrO3a48,BrO3a49,BrO3a50,BrO3a51,BrO3a52,BrO3a53,BrO3a54,BrO3a55,BrO4a15,BrO4a16,BrO4a17,BrO4a18,BrO4a19,BrO4a20,BrO4a21,BrO4a22,BrO4a23,BrO4a24,BrO4a25,BrO4a26,BrO4a27,BrO4a28,BrO4a29,BrO4a30,BrO4a31,BrO4a32,BrO4a33,BrO4a34,BrO4a35,BrO4a36,BrO4a37,BrO4a38,BrO4a39,BrO4a40,BrO4a41,BrO4a42,BrO4a43,BrO4a44,BrO4a45,BrO4a46,BrO4a47,BrO4a48,BrO4a49,BrO4a50,BrO4a51,BrO4a52,BrO4a53,BrO4a54,BrO4a55,BrO5a15,BrO5a16,BrO5a17,BrO5a18,BrO5a19,BrO5a20,BrO5a21,BrO5a22,BrO5a23,BrO5a24,BrO5a25,BrO5a26,BrO5a27,BrO5a28,BrO5a29,BrO5a30,BrO5a31,BrO5a32,BrO5a33,BrO5a34,BrO5a35,BrO5a36,BrO5a37,BrO5a38,BrO5a39,BrO5a40,BrO5a41,BrO5a42,BrO5a43,BrO5a44,BrO5a45,BrO5a46,BrO5a47,BrO5a48,BrO5a49,BrO5a50,BrO5a51,BrO5a52,BrO5a53,BrO5a54,BrO5a55
2021,1128,R,3082,1692,15240,26091,45068,62780,56190,78221,71311,71401,74244,74894,105314,100204,117541,86925,81983,88532,62483,58649,48370,45468,40804,36052,26546,17873,12034,9078,5006,2194,1070,539,559,0,0,0,0,0,0,0,0,3082,1692,15240,21074,39059,41256,42142,42816,38525,31385,32912,30130,44856,40900,28712,21552,22879,13072,6635,8609,8696,5180,4140,2955,3017,2306,2292,1702,0,1097,535,0,0,0,0,0,0,0,0,0,0,0,0,0,4014,5008,17937,9658,30465,26230,27462,30616,28408,33155,31697,56528,33046,26692,35651,21565,19370,18478,9784,11827,10047,7843,3459,1719,567,2225,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,1002,3587,3512,4117,5738,9415,8419,8608,17552,19427,19740,20833,21608,27926,17694,15604,11957,16115,15967,12411,6033,4612,4585,3404,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,823,820,3138,2296,6026,5851,7157,5384,5747,5720,6536,9953,5919,4891,6331,5322,7092,5430,2883,1146,2270,556,1097,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,3901,1022,7178,5747,5084,5348,6635,9147,4348,8058,3548,3546,4223,4612,2292,1135,1112,0,0,0,559,0,0,0,0,0,0,0,0
2021,1170,T,2773,4232,9941,21232,33494,42352,48570,58730,67344,74924,79199,84410,77940,74240,67404,65220,64178,57880,52947,46867,42110,36013,31141,26460,20047,12773,8780,8031,1897,1450,711,175,180,91,91,0,0,0,0,0,102,2773,3906,8777,18196,29437,31628,36107,40746,42350,42983,43569,42430,35990,28645,20566,20076,17803,10922,7838,8733,6442,5221,4118,4234,2551,1258,1330,641,0,181,89,0,0,0,0,0,0,0,0,0,0,0,163,1164,2193,3351,9452,10814,14285,16489,23106,25987,30666,28424,30747,29838,27799,29926,27304,24628,19150,16838,14441,13126,9263,6379,4856,2927,2466,361,363,89,88,0,0,0,0,0,0,0,0,0,0,163,0,843,529,1272,1466,2996,6596,6796,7467,8020,9384,9198,11412,12898,11736,13012,13601,12682,12291,10787,9179,7674,7381,3781,2217,2557,903,453,266,0,90,0,91,0,0,0,0,0,102,0,0,0,0,177,0,183,352,1389,1699,1555,2006,2624,4205,3566,2751,2598,4368,4130,3782,3957,3652,3174,2820,1914,990,1685,1277,181,272,266,88,90,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,521,340,622,1289,1519,1445,2021,1696,2115,2274,2751,2521,2582,1912,1544,2470,1822,1887,621,1091,452,181,0,0,0,0,0,0,0,0,0,0,0
2021,1170,U,2867,3720,8448,16904,27909,37708,44642,56509,67255,73420,78023,83197,77939,74609,63529,68152,66591,57957,51417,48260,43550,37827,32098,27852,20135,13519,7758,8106,2001,1297,688,228,116,117,118,0,0,0,0,0,136,2867,3501,7781,14199,24188,28220,34530,40706,46029,45539,43862,44604,38785,31130,22009,22671,19927,11759,8378,9942,7145,5997,4211,4526,2502,1176,1390,834,0,236,115,0,0,0,0,0,0,0,0,0,0,0,219,667,2028,3023,9001,9126,13409,13833,20911,26570,29478,27149,30609,27940,29307,32034,28559,24905,19550,18259,15454,14114,10212,7029,4937,2895,2623,471,354,115,114,0,0,0,0,0,0,0,0,0,0,0,0,676,465,487,987,2155,6201,6041,6326,6400,8680,8870,10146,13133,10594,11999,12854,13517,12475,11648,9220,8123,7029,4467,1737,2742,942,472,115,0,116,0,118,0,0,0,0,0,136,0,0,0,0,233,0,0,0,477,465,843,1745,2032,2957,2029,2212,2775,4080,3443,3016,3516,3344,3073,2321,1668,1176,1390,1192,235,236,344,114,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,715,465,422,970,1293,1043,1405,829,1261,1560,1836,2234,2155,1384,1480,2669,1906,1763,347,715,353,0,0,0,0,0,0,0,0,0,0,0,0
2021,1170,R,2507,5720,14193,34332,51207,56075,59936,64970,67580,79014,82517,87864,77943,73099,79781,55741,56401,57638,57576,42660,37643,30432,28213,22039,19764,10325,12121,7782,1554,1959,788,0,398,0,0,0,0,0,0,0,0,2507,5084,11613,30293,46086,41697,40671,40857,32515,36030,42743,36244,27798,20962,15956,11688,10956,8288,6206,5079,4261,2831,3831,3306,2713,1530,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581,2693,4389,10784,15697,16745,23589,29077,24340,34047,32158,31174,35901,22926,23128,23357,23789,17944,12429,11323,10101,6244,4263,4589,3030,1946,0,392,0,0,0,0,0,0,0,0,0,0,0,0,636,0,1346,732,3595,2854,5358,7651,8850,10686,12630,11446,10212,15457,12137,15419,16199,15859,10157,11719,8139,9056,6244,8525,1530,3788,1946,777,392,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,1340,3825,5057,3562,2746,4360,8062,8477,4495,2029,5274,6206,6094,5327,4600,3483,4408,2713,382,2652,1556,0,392,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,1187,2197,2180,2687,3989,4495,4869,4521,5516,3386,3906,3539,1742,1837,1550,2294,1515,2335,777,784,0,0,0,0,0,0,0,0,0,0,0
2021,1178,T,664,2294,5599,13895,23653,32211,42021,52719,64393,73281,90976,99483,94384,87767,75565,81162,77971,71439,65143,58085,51917,47586,38833,27177,24643,20389,12374,8869,4977,2662,2051,762,328,110,111,0,0,0,123,121,0,664,2294,5270,12570,19598,24973,32208,35732,42865,46669,56169,52968,46588,38618,28003,25600,21315,16593,10667,10075,8735,6726,6928,3557,3941,2265,1959,1584,212,852,540,109,109,0,111,0,0,0,0,24,0,0,0,329,1159,3548,6515,8046,14254,16575,19285,24566,32828,35372,35267,34165,39490,37274,35420,33143,26986,23098,18899,13660,10183,7685,7208,2784,2640,1600,639,432,327,219,0,0,0,0,0,123,24,0,0,0,0,166,507,543,1767,2343,4001,5593,8378,10701,9318,10532,10719,12398,12317,13834,15429,15689,14070,14443,11708,9291,7812,5561,4434,2217,1847,319,324,218,0,110,0,0,0,0,0,24,0,0,0,0,0,0,0,0,195,762,1350,933,2110,2243,2872,1741,2296,4925,4068,3905,2758,3008,4154,4879,2864,3427,3604,1959,1584,530,426,432,109,0,0,0,0,0,0,0,24,0,0,0,0,0,0,181,0,195,191,386,931,876,863,478,938,1378,2140,1525,2000,2576,3006,3363,1659,1283,1777,1751,1237,845,788,426,324,0,0,0,0,0,0,0,0,24,0
2021,1178,U,815,2363,4743,13174,21214,29648,39706,52847,63042,73916,95469,102393,95080,86819,74012,79536,76771,70738,63739,58182,52364,45282,38675,25672,25094,20173,12366,9281,4670,2795,1929,784,393,0,135,0,0,0,153,0,0,815,2363,4545,11818,17875,23083,31483,36032,41950,48485,60943,56671,50031,38566,27946,25852,21456,17655,11090,10314,9167,6007,7145,3122,4385,2430,2204,1756,252,889,514,131,131,0,135,0,0,0,0,0,0,0,0,198,1162,3143,5930,6578,13932,16405,19014,24794,31770,34046,35026,33474,39042,37579,36383,33382,28699,23948,19291,14177,10523,8162,7656,3061,2885,1767,762,386,392,262,0,0,0,0,0,153,0,0,0,0,0,194,196,424,1645,2402,4218,5229,8110,11162,8719,10433,10595,11475,12154,12287,14451,15246,13865,13400,11342,9020,7431,5347,4408,2258,1641,381,386,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,469,951,695,1717,1868,2795,1228,2110,4093,3340,3585,2578,2865,3581,4537,2197,3655,3403,1469,1631,631,508,514,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,240,0,238,927,1073,415,0,768,1055,1488,1074,1232,1345,2521,3003,1474,809,1462,1337,1224,753,379,254,129,0,0,0,0,0,0,0,0,0,0
2021,1178,R,0,1950,9881,18182,38647,47264,53892,52165,70265,70552,72829,86584,90956,93437,86225,92076,85591,75537,73109,57550,49430,61379,39804,36079,22084,21592,12418,6676,6579,1972,2688,651,0,659,0,0,0,0,0,624,0,0,1950,8893,17045,30193,36070,35928,34429,46843,38855,36887,36558,29637,38932,28391,23904,20416,10395,8264,8758,6337,11034,5587,6127,1425,1350,654,668,0,657,672,0,0,0,0,0,0,0,0,125,0,0,0,988,1136,6039,9950,15569,15649,17312,20450,23646,37520,41901,36707,38906,42497,35336,29799,31786,17515,18378,16552,10475,8169,4987,4723,1307,1335,731,0,672,0,0,0,0,0,0,0,0,125,0,0,0,0,0,2415,1244,2395,2087,3055,7157,9458,8658,12264,11123,11567,18592,13349,22869,20979,18141,15209,20690,13966,10892,9974,6748,4575,2003,2924,0,0,651,0,659,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,2037,3067,1892,3848,4088,3337,5258,3541,10208,8316,5722,3753,3802,7586,6983,6807,2137,4723,4575,1335,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,1018,1022,946,0,3066,3337,2103,3541,6282,4158,6357,9383,5703,5517,2793,4084,3562,4049,1307,1335,2924,1314,1344,0,0,0,0,0,0,0,0,125,0
2021,1145,T,474,714,3044,7904,17066,28007,37069,53665,73171,92445,111945,123053,128112,111924,103270,88984,83599,81012,77572,70346,60540,55081,47671,39783,31469,22381,15635,11339,7411,4469,2772,1388,1053,555,550,223,186,209,84,73,272,474,694,2798,7256,15292,23280,28199,38767,50450,61205,72838,76939,73981,60880,51098,39914,35517,29401,25728,21640,16893,13963,11802,8583,6840,4631,3280,2484,1639,1027,793,457,398,187,129,78,54,81,24,0,95,0,20,225,588,1498,4461,7782,13047,19002,24623,29223,34380,38970,36883,36043,34112,32883,33201,32258,29465,25138,22298,18578,15205,11523,7667,5111,3714,2514,1460,733,382,291,178,179,112,99,93,36,55,59,0,0,20,40,237,247,919,1628,3314,5532,8273,9596,12279,11109,12415,11398,11017,13564,14375,14140,13183,13137,11988,10491,8215,6321,4408,2956,1935,1048,568,304,235,131,157,33,11,23,24,18,83,0,0,0,20,20,0,94,183,363,933,1223,1659,2152,2406,2799,2665,3049,3481,3776,3667,3627,3794,3677,3652,3227,2388,1796,1275,672,498,372,100,84,47,14,0,11,0,0,0,35,0,0,0,0,20,19,75,41,42,152,387,480,730,646,915,895,1132,1365,1435,1435,1700,1889,1626,1851,1664,1373,1041,909,652,435,306,145,47,12,71,0,11,12,0,0,0
2021,1145,U,482,707,2999,7673,16756,27196,36063,52946,71831,90456,109264,119964,124787,109257,100538,86504,81418,78997,75575,68335,59425,53418,46443,38741,30804,21770,15385,11107,7316,4399,2726,1339,1027,542,536,226,178,212,86,74,276,482,687,2749,7092,15012,22625,27637,38437,49672,60097,71187,75171,72077,59477,49810,38899,34593,28861,25213,21123,16671,13744,11439,8367,6809,4510,3255,2432,1617,1003,776,423,390,169,130,79,44,82,24,0,96,0,20,229,539,1463,4301,7380,12729,18524,23946,28454,33584,37969,36002,35195,33207,32068,32267,31433,28634,24609,21516,18220,14953,11196,7372,5090,3702,2477,1423,734,378,295,181,159,113,100,94,37,56,60,0,0,21,21,241,251,894,1552,3265,5373,8023,9167,11977,10799,11970,11004,10715,13168,13903,13612,12905,12741,11637,10033,7992,6245,4314,2855,1917,1035,577,309,224,132,159,34,11,24,24,19,84,0,0,0,21,20,0,95,186,348,907,1205,1592,2097,2338,2672,2537,2967,3368,3644,3574,3559,3600,3601,3588,3167,2298,1720,1231,663,496,377,92,71,48,14,0,11,0,0,0,36,0,0,0,0,20,19,57,41,22,133,395,449,666,642,891,856,1075,1334,1382,1393,1680,1817,1547,1799,1639,1344,1006,886,642,442,262,137,47,12,72,0,11,12,0,0,0
2021,1145,R,0,1087,5522,20574,36058,83548,106138,98547,148592,198157,250790,278112,298185,255854,264327,244925,219370,193864,183854,179077,124710,149747,115982,97735,68600,59625,30651,24903,13126,8797,5848,4684,2813,1446,1500,0,749,0,0,0,0,0,1087,5522,16243,32452,68123,66828,59381,94229,120060,158338,165663,171382,136630,127035,103725,93013,59611,53134,49591,29648,26426,32011,20601,8575,12030,4756,5534,2983,2513,1949,2676,938,1446,0,0,749,0,0,0,0,0,0,0,3249,3606,15424,35379,32849,45906,60613,69074,74297,90149,84415,86005,91010,83653,85528,76175,74386,55531,66760,38506,29225,29760,25628,6342,4427,4773,3770,650,669,0,0,1500,0,0,0,0,0,0,0,0,0,1083,0,0,2621,6317,6040,13988,21253,31124,27738,27848,38663,36136,29834,35766,39498,42703,29177,35698,31547,35932,20681,10984,10041,8854,2983,1885,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,2331,2125,5020,4953,6092,10257,10707,8190,9849,10815,8724,7530,14836,7887,7186,6557,7845,6342,3874,1193,628,0,669,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,1208,1166,0,2008,3963,870,2367,3346,4680,3110,4232,3673,2824,6027,6031,4791,3026,3138,3171,2214,1193,0,3249,669,0,0,0,0,0,0,0,0,0
2021,3100,T,1108,2464,6546,12161,22694,31210,40035,53648,64935,73638,83154,89312,86557,83082,82211,80337,76315,72127,67228,64187,55670,49581,41748,33880,26730,18980,13519,9080,5205,3059,1591,721,427,280,122,175,117,112,57,34,85,1108,2401,6172,10998,19711,25160,30436,37867,43475,45932,51315,50668,45525,39501,34088,30060,25368,21130,16896,14487,11802,9345,7558,5453,4164,2986,2022,1517,863,614,394,184,146,103,81,17,44,0,0,17,21,0,63,359,1132,2678,5479,8696,13159,16659,21611,24372,28338,30032,30227,33507,33962,33482,32133,30372,28041,23485,20118,16657,13169,9657,6595,4491,3136,1516,960,493,270,125,89,27,105,15,64,57,17,43,0,0,16,31,273,473,736,2330,3992,5060,6105,7785,8293,10007,11258,12266,12926,13745,14694,15877,14439,14208,11758,9995,8117,5924,4119,2593,1580,873,354,173,101,29,0,52,44,32,0,0,21,0,0,0,0,16,98,150,223,657,885,1062,1834,1852,2511,2354,2647,3105,3543,3637,3997,4080,4043,3892,3630,2982,2279,1687,1048,727,354,181,73,11,15,14,0,15,16,0,0,0,0,0,0,0,16,0,17,69,152,150,301,686,855,837,1004,1403,1435,1575,1629,1785,1864,1867,1884,1633,1810,1196,1201,786,520,259,169,22,44,44,0,0,0,0,0,0,0
2021,3100,U,994,2041,5822,10678,19637,28459,37013,51846,63844,74792,85475,91522,87940,81357,80314,78916,76086,72400,67570,64566,55868,50010,42138,34502,26978,19256,13806,9471,5287,3177,1647,809,459,290,141,203,137,132,67,40,102,994,1986,5511,9628,17029,23155,28440,37249,43916,48458,54748,54036,48154,40707,35138,31286,26797,22283,17952,15400,12662,9973,8027,5890,4468,3193,2245,1716,957,651,421,212,157,119,94,20,51,0,0,20,25,0,56,292,1032,2296,4928,7873,12450,15626,20967,23928,28171,29635,28883,32379,33500,33390,32641,30905,29036,24245,20761,17282,13771,9991,6907,4827,3422,1654,1026,514,311,144,68,31,122,17,75,67,20,51,0,0,18,18,276,301,583,1964,3681,4588,5666,7253,7584,9091,10075,10951,11997,13091,14078,15177,13812,14006,11509,9948,8100,5913,4100,2660,1566,893,385,199,105,34,0,61,51,38,0,0,25,0,0,0,0,18,75,97,162,520,698,925,1468,1765,2028,1934,2214,2772,3191,3275,3554,3720,3731,3685,3419,2886,2199,1630,987,631,342,187,62,13,17,16,0,17,19,0,0,0,0,0,0,0,18,0,19,20,100,80,208,594,801,647,788,965,1129,1194,1361,1398,1429,1540,1635,1475,1533,1044,1004,686,479,265,140,25,39,51,0,0,0,0,0,0,0
2021,3100,R,1705,4879,10906,22229,43723,49099,58655,63581,70747,67696,70998,76430,77200,97858,100504,93241,78281,69888,64481,61214,54117,46254,38781,29217,24928,16997,11476,6387,4652,2265,1218,145,221,219,0,0,0,0,0,0,0,1705,4773,10142,20296,38163,38202,42734,41272,41127,32925,33323,31040,27730,29173,23969,18927,13119,11674,8433,7329,5067,4476,3990,2182,1951,1500,433,147,218,365,215,0,74,0,0,0,0,0,0,0,0,0,106,763,1812,5307,9061,13766,17066,22162,24924,26698,29310,32721,41728,44379,38153,34264,27971,26098,20242,17523,15134,11900,8659,7225,4356,2093,1175,581,511,358,0,0,219,0,0,0,0,0,0,0,0,0,0,121,253,1592,1676,4350,5647,7488,8405,10889,13088,17848,22664,24207,20886,19117,19628,21359,19353,15773,13650,10349,8237,5999,4259,2129,1672,731,143,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,245,479,558,1385,1846,1780,3969,2440,6647,6408,6575,5955,6425,6543,7469,6897,6466,5460,5210,3685,2857,2093,1468,1381,438,143,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,426,513,791,1221,1220,2462,3085,5379,4056,4701,3780,4816,5278,4405,3780,2816,3830,2285,2598,1468,799,219,358,0,74,0,0,0,0,0,0,0,0
2021,1186,T,1596,1575,7532,13440,18740,31202,40518,52109,63268,74646,82842,87599,85234,93575,88961,100196,85577,90318,67728,72292,56715,50855,48902,36449,28635,16929,10360,8658,5117,2963,1253,631,435,0,0,0,0,508,0,0,0,1596,1575,7218,10627,15509,25716,34313,36243,45032,48538,50705,47698,40672,38757,30195,31782,21953,22214,12851,11666,7168,5556,5642,5529,5083,1500,1327,1082,640,423,0,0,0,0,0,0,0,0,0,0,0,0,0,314,2813,2908,4457,5840,14731,13398,20960,24996,28599,29708,37011,40909,49251,40446,41028,30639,34140,24246,19444,19233,13310,9986,5572,2422,2381,2132,1270,626,421,0,0,0,0,0,0,0,0,0,0,0,0,0,323,686,365,756,4094,4045,6070,8828,11317,14665,14935,14085,17757,19492,17801,18969,18132,17308,16296,10853,10182,6429,4196,3680,1066,635,209,210,218,0,0,0,0,254,0,0,0,0,0,0,0,0,343,0,378,372,1103,1071,1060,1768,2444,2273,3092,2957,4135,4937,5428,5060,4274,5433,5324,2527,2143,1758,649,640,423,209,0,218,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,372,0,0,1414,1768,698,649,1985,2464,3449,1500,2088,2108,4274,2298,1433,857,1286,658,866,640,212,209,0,0,0,0,0,0,0,0,0,0
2021,1186,U,1545,1511,6674,11780,17487,29016,34818,52509,61623,74429,87533,90006,85080,90875,76617,88524,79779,82006,62427,66793,52056,47145,44413,34737,28799,16312,10550,8863,5017,2737,994,758,528,0,0,0,0,635,0,0,0,1545,1511,6303,9203,14446,24041,29392,35631,44608,51142,55703,52221,42746,37176,27197,29313,21662,22050,12300,10795,7140,5686,4909,6211,5236,1236,1544,1266,753,249,0,0,0,0,0,0,0,0,0,0,0,0,0,371,2577,2661,4145,5426,15471,11957,20548,23873,26323,29182,36425,34494,43676,37776,37658,28777,33734,23034,18716,18934,12192,9758,5685,2316,2532,2258,1244,497,505,0,0,0,0,0,0,0,0,0,0,0,0,0,380,415,0,938,4139,1826,6631,8491,9453,14270,12604,11725,16643,17095,15781,16642,15663,16347,13792,10812,10234,6426,4632,4052,753,747,249,253,264,0,0,0,0,318,0,0,0,0,0,0,0,0,415,0,469,460,913,1326,1274,1644,2253,2322,2931,2113,2973,4177,4048,4376,2843,4909,4141,2856,1977,1544,760,502,249,249,0,264,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,460,0,0,1698,2055,751,0,879,1585,2230,1392,1574,1843,3554,1870,1380,714,989,515,253,753,249,0,0,0,0,0,0,0,0,0,0,0
2021,1186,R,1838,1899,12257,22774,25834,41667,64394,50436,70244,75543,63138,75630,86185,129353,661538,363036,167598,190476,129206,139726,107098,84967,87129,50326,27372,20951,9202,7452,5686,4249,2611,0,0,0,0,0,0,0,0,0,0,1838,1899,12257,18634,21529,33730,54924,38797,46829,37771,29712,25210,27883,59701,169231,87398,26071,24187,19243,22356,7472,4357,11881,0,3910,3223,0,0,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4141,4306,5952,7576,11639,19512,22663,29712,39916,32953,44776,338462,174795,78212,81633,52232,39123,37360,26144,21782,22367,11731,4835,3067,1490,1421,1416,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1894,0,3902,13220,3714,10504,22814,19900,123077,67229,33520,48375,41236,47507,44832,26144,37624,11184,9776,6446,1534,1490,2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1889,0,0,2535,4975,0,6723,14898,18141,13745,22356,12453,17429,9901,14911,0,3223,3067,0,1421,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30769,26892,14898,18141,2749,8384,4981,10893,5941,1864,1955,3223,1534,4471,0,0,1305,0,0,0,0,0,0,0,0,0,0
2021,1187,T,2159,3883,8579,13731,31360,36559,48291,62078,76145,79606,82984,91055,86567,98399,110549,102534,90291,84050,80486,67520,66345,54038,39997,33391,27583,15411,12595,8616,5922,3618,1526,154,160,0,165,0,177,0,0,0,0,2159,3883,7936,12800,28098,30914,36995,42645,48050,44859,44918,39837,40796,33062,31919,25574,17929,15264,10984,10835,8274,3925,4782,2468,2580,1068,2124,1077,911,151,153,0,0,0,165,0,0,0,0,0,0,0,0,643,931,3011,5376,10449,16194,21006,28264,27154,34641,31343,44345,52939,48307,42985,40189,33300,25752,25128,20226,14492,11179,9703,4589,3035,2923,1518,904,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,269,565,3239,6302,5705,8882,12619,10697,14957,20241,20838,23113,20674,24708,21512,23443,19623,15216,12485,9696,5489,4401,2769,1974,1357,610,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,282,0,788,519,1015,3464,2736,4461,3633,5683,4320,5410,8921,7537,6129,7396,4492,4791,3635,2285,1821,1385,1063,904,458,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,1015,495,995,1574,1817,2131,1944,2512,2573,1884,3371,2868,1014,2468,1970,1981,1214,462,456,301,153,0,160,0,0,0,0,0,0,0,0
2021,1187,U,1900,2107,6946,8914,21978,31195,37254,52969,71760,76493,81518,84875,78971,80476,87801,80109,73713,73504,68402,58347,55517,47147,34937,27933,24644,13166,11955,8514,4799,3486,1483,0,198,0,205,0,226,0,0,0,0,1900,2107,6689,8644,19086,27014,28976,36351,47725,46370,47855,38862,40816,30887,27405,23065,16922,13675,9827,11029,8876,3587,4285,2509,2816,902,2355,1296,923,183,185,0,0,0,205,0,0,0,0,0,0,0,0,257,270,2603,4181,8279,14887,18541,25723,25083,34510,26915,35704,43368,40675,36625,38248,31022,23659,23321,18620,13349,9701,9153,4870,2898,2776,1477,917,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,1731,4807,3723,7591,9327,8282,11051,14101,12401,15299,16880,19268,18145,17751,16741,13349,10370,8097,4329,4166,3146,1108,1468,741,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,687,677,660,1865,1775,2550,1862,3224,3245,3419,6551,4269,4351,5979,2966,3345,2816,1623,1811,925,1108,734,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,311,1183,283,1064,744,1623,1282,1734,1245,1218,2221,989,2007,1760,1443,725,370,185,183,185,0,198,0,0,0,0,0,0,0,0
2021,1187,R,3166,11912,16763,43697,92803,63882,98131,94305,90402,89800,87864,115152,126761,322695,1010526,575916,316957,183653,179528,136546,146060,106355,76877,69269,46002,28056,15895,9120,11125,4227,1725,858,0,0,0,0,0,0,0,0,0,3166,11912,14184,38655,87121,50778,73209,64911,49107,39911,35146,43636,40689,60284,210526,78534,31696,30272,20472,9371,3844,6485,8408,2199,1095,2004,935,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2579,5042,5682,11466,20249,20821,29018,36585,34047,35152,54773,152482,431579,209424,129952,58527,51969,41499,38437,32425,22823,20891,13143,3006,3740,3648,1712,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638,3115,8573,11161,12195,13180,25455,23474,63830,263158,198953,129952,56509,69291,46854,65343,41505,28829,26388,19715,12024,5610,912,5991,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1558,0,1116,0,2197,9697,7825,28369,73684,57592,19017,24218,28346,32129,19218,18158,15616,14294,8762,6012,1870,3648,856,1691,1725,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,3295,1212,0,17730,31579,31414,6339,14127,9449,6693,19218,7782,1201,5498,3286,5010,3740,912,1712,845,0,0,0,0,0,0,0,0,0,0,0
